"2939894323","2","Insufficient funds","Y","","      ","10.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","sale","202","burbankpalm","creditcard","12420","","","","","","","","","","","","","","","","","","",""
"2939894374","2","Issuer Declined","N","","      ","10.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","sale","200","burbankpalm","creditcard","12428","","","","","","","","","","","","","","","","","","",""
"2939894412","2","Issuer Declined","Y","","      ","19.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","sale","200","burbankpalm","creditcard","12431","","","","","","","","","","","","","","","","","","",""
"2939894462","2","Invalid card number","0","","      ","10.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","sale","220","burbankpalm","creditcard","12432","","","","","","","","","","","","","","","","","","",""
"2939894510","2","Error. Invalid or missing field. Field: Manual ID (0004).","","","","10.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","sale","440","telecheck","check","12437","","","","","","","","","","","","","","","","","","",""
"2939894534","2","Customer requested stop of all recurring payments","0","","      ","10.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","sale","261","burbankpalm","creditcard","12441","","","","","","","","","","","","","","","","","","",""
"2939894575","2","Issuer Declined","N","","      ","10.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","sale","200","burbankpalm","creditcard","12443","","","","","","","","","","","","","","","","","","",""
"2939894614","2","Expired card","Y","","      ","10.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","sale","223","burbankpalm","creditcard","12456","","","","","","","","","","","","","","","","","","",""
"2939894674","2","Expired card","Y","","      ","10.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","sale","223","burbankpalm","creditcard","12464","","","","","","","","","","","","","","","","","","",""
"2939894707","2","Issuer Declined","0","","      ","10.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","sale","200","burbankpalm","creditcard","12466","","","","","","","","","","","","","","","","","","",""
"2939894759","2","Transaction not permitted by issuer","R","","      ","10.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","sale","204","burbankpalm","creditcard","12468","","","","","","","","","","","","","","","","","","",""
"2939894794","2","Issuer Declined","Y","","      ","10.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","sale","200","burbankpalm","creditcard","12470","","","","","","","","","","","","","","","","","","",""
"2939894844","2","Invalid card number","0","","      ","10.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","sale","220","burbankpalm","creditcard","12474","","","","","","","","","","","","","","","","","","",""
"2939894880","1","Approved","Y","","072109","10.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","sale","100","burbankpalm","creditcard","12475","","","","","","","","","","","","","","","","","","",""
"2939894948","2","Invalid card number","U","","      ","10.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","sale","220","burbankpalm","creditcard","12478","","","","","","","","","","","","","","","","","","",""
"2939894988","2","Expired card","Y","","      ","10.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","sale","223","burbankpalm","creditcard","12479","","","","","","","","","","","","","","","","","","",""
"2939895031","2","Expired card","Y","","      ","10.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","sale","223","burbankpalm","creditcard","12481","","","","","","","","","","","","","","","","","","",""
"2939895111","2","Issuer Declined","Y","","      ","20.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","sale","200","burbankpalm","creditcard","12488","","","","","","","","","","","","","","","","","","",""
"2939895174","2","Invalid card number","Y","","      ","10.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","sale","220","burbankpalm","creditcard","12491","","","","","","","","","","","","","","","","","","",""
"2939895223","1","Approved","Y","","052109","10.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","sale","100","burbankpalm","creditcard","12494","","","","","","","","","","","","","","","","","","",""
"2939895260","2","Issuer Declined MCC","0","","      ","19.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","sale","204","burbankpalm","creditcard","12501","","","","","","","","","","","","","","","","","","",""
"2939895299","2","Issuer Declined","Y","","      ","10.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","sale","200","burbankpalm","creditcard","12505","","","","","","","","","","","","","","","","","","",""
"2939895341","2","Issuer Declined","0","","      ","19.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","sale","200","burbankpalm","creditcard","12506","","","","","","","","","","","","","","","","","","",""
"2939894326","2","Pick up card - NF","Y","","      ","10.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","sale","250","burbankpalm","creditcard","12508","","","","","","","","","","","","","","","","","","",""
"2939894350","2","Issuer Declined","Y","","      ","10.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","sale","200","burbankpalm","creditcard","12513","","","","","","","","","","","","","","","","","","",""
